valor,area_primeiro_andar,existe_segundo_andar,area_quintal,dist_metro,dist_parque
735000,104.24,0,25.75,3.724,10.556
896000,120.22,0,35.62,2.044,1.585
1675000,176.7,0,53.01,1.18,0.517
1015000,118.36,0,35.51,1.214,14.948
1510000,134.99,1,40.5,0.974,8.531
1665840,132.11,1,38.82,0.346,6.404
595000,88.07,0,26.42,5.68,7.87
1034500,101.45,1,26.53,1.706,3.785
1477465,151.43,0,45.21,0.539,3.257
1044500,125.6,0,37.68,1.844,6.59
1375000,166.02,0,48.86,0.551,11.3
555000,88.07,0,24.08,7.313,13.13
782500,137.31,0,41.19,2.753,1.598
362500,66.89,0,0.0,9.767,10.709
950000,98.57,1,20.9,1.038,11.754
412500,65.78,0,11.71,6.01,8.315
735000,166.76,0,50.03,0.883,13.531
275000,73.95,0,22.19,5.393,6.573
395000,71.91,0,15.16,8.753,10.416
652500,75.81,0,22.74,3.324,13.13
1280000,147.16,1,42.09,2.747,8.054
882500,88.72,1,26.06,1.771,2.703
1135000,147.53,0,44.26,0.905,1.696
662500,88.63,0,25.39,3.331,2.72
500000,75.81,0,22.74,6.313,9.26
627500,74.6,1,22.38,3.822,14.294
625000,71.07,1,21.32,4.353,3.523
839500,123.93,0,37.63,1.856,6.822
675000,153.85,0,46.15,3.888,10.106
262500,64.38,0,19.31,5.855,10.549
1000000,85.47,1,25.53,1.749,4.544
642500,80.27,0,24.08,3.898,1.166
615000,81.01,0,23.91,6.602,10.736
775000,103.49,0,31.05,1.964,0.18
1142500,119.29,1,35.79,0.904,5.545
885000,108.88,1,24.97,2.204,13.63
779175,67.63,1,20.29,1.835,13.805
542500,89.19,0,26.76,6.104,12.954
1312500,200.3,0,43.7,1.947,1.626
1417315,165.0,0,48.27,0.992,5.258
1075000,138.8,0,41.3,1.462,12.043
610000,87.14,1,19.06,0.641,5.757
1000000,124.3,1,34.78,3.764,14.959
855000,79.71,1,23.91,2.291,13.672
674500,73.02,1,19.45,2.949,4.83
2050000,190.73,1,56.66,0.908,13.286
1175000,92.16,1,27.65,1.801,2.314
850000,113.53,1,15.89,1.138,5.115
550000,82.87,0,24.08,3.5,6.195
749500,100.15,0,30.04,4.282,13.435
887500,71.44,1,21.07,2.811,11.133
1575000,183.95,0,55.18,0.366,10.325
945000,91.97,1,17.06,3.205,11.492
1300000,142.14,0,42.64,1.846,7.798
524500,119.01,1,19.93,7.553,10.568
784660,57.23,1,17.17,1.928,3.006
720760,48.31,1,16.72,1.763,11.679
1080000,75.62,1,22.69,1.273,6.321
965000,81.94,1,24.33,1.905,6.853
635000,85.94,1,21.1,3.295,3.871
720000,78.78,0,23.63,2.156,14.755
1160000,154.96,0,46.18,0.973,3.713
525000,78.04,1,23.41,5.666,12.046
827500,154.31,0,27.65,2.177,5.756
1371500,102.94,1,30.88,1.35,4.416
2332500,244.61,0,73.38,0.103,4.995
1250000,95.32,1,28.6,1.053,1.878
1195000,145.95,0,43.79,0.751,12.769
455000,73.39,0,21.4,1.854,7.363
585000,91.42,1,27.42,4.989,11.673
415000,44.87,1,13.46,2.062,9.993
837500,70.05,1,10.7,3.056,1.94
292500,80.27,0,24.08,9.862,12.661
1187500,196.68,0,33.58,2.759,5.08
785000,92.72,1,16.61,1.65,12.13
560000,131.55,0,22.74,4.583,6.393
525000,64.85,1,15.61,1.706,5.43
627500,73.95,1,22.19,5.861,1.721
1250000,129.32,1,38.8,1.83,1.641
680000,154.59,1,19.9,2.544,12.409
1887500,162.21,0,48.66,0.242,8.321
655000,80.73,1,20.49,2.558,12.985
1175000,141.68,0,42.5,1.449,2.179
620000,147.16,0,44.15,3.011,13.16
615000,83.61,0,24.08,3.158,5.692
815000,113.43,1,13.43,1.884,13.23
1232890,139.35,0,37.79,1.835,5.485
1406065,105.26,1,30.49,0.774,3.273
800000,156.73,0,20.82,4.454,3.807
687500,87.24,1,26.17,4.056,13.547
690000,105.54,1,33.67,3.222,12.466
687250,107.77,1,27.2,1.932,1.733
600000,88.26,1,24.02,1.952,7.673
965000,80.27,1,23.38,1.572,10.109
969395,120.22,0,35.84,1.42,8.101
1414610,136.01,0,41.39,0.897,2.348
525000,64.47,1,18.73,8.914,13.869
1375000,152.92,0,44.43,0.555,2.678
665000,71.35,0,21.4,4.81,2.383
560000,77.39,0,23.22,4.193,1.258
627500,68.84,1,17.34,5.049,1.627
1075000,114.83,1,22.05,1.515,5.925
1150000,87.7,1,26.31,1.242,7.447
700000,103.31,1,23.86,1.715,3.571
450000,96.62,0,0.0,6.288,10.046
1285000,171.31,0,51.39,0.807,8.846
1035000,97.83,1,23.22,1.861,8.434
879500,145.76,0,38.63,1.417,11.386
612500,115.76,1,21.66,6.993,14.998
1700000,121.7,1,35.79,0.543,2.92
620000,106.28,0,31.88,4.949,14.245
1115000,171.31,0,51.39,1.602,5.234
899500,65.78,1,19.73,2.289,10.018
637500,99.31,0,29.79,2.261,6.631
682500,78.78,0,23.63,2.982,14.051
1374850,146.32,1,19.43,2.331,14.078
720000,124.86,0,28.54,3.781,3.205
710000,116.31,0,34.89,2.205,1.489
1355000,113.62,1,34.09,1.636,8.516
700000,97.36,1,25.45,4.962,13.172
595000,74.69,0,21.96,3.507,10.951
914500,133.78,0,40.13,1.524,10.606
960700,68.19,1,20.4,4.577,2.742
718750,89.0,0,26.7,2.017,10.889
322500,89.93,0,18.28,7.199,10.287
932500,89.37,1,26.09,2.442,1.607
800000,104.61,0,31.38,4.543,7.907
870000,142.79,0,36.76,2.603,11.245
602500,80.27,0,24.08,5.998,10.179
1973085,179.49,0,53.85,0.522,11.533
748500,114.83,0,25.42,2.319,13.741
985000,96.62,1,15.02,1.814,14.366
955000,132.2,1,16.39,1.763,10.36
746500,78.78,0,23.63,2.669,14.332
1550000,95.32,1,28.34,0.146,13.148
605000,88.44,0,26.53,2.543,2.182
898000,132.11,0,39.63,1.632,13.862
645000,84.82,0,22.69,2.717,2.894
789500,110.37,0,33.11,3.126,9.976
1200000,113.34,1,34.0,0.888,13.546
560000,73.95,1,15.61,6.373,4.798
460000,58.53,0,17.56,3.587,10.078
680000,83.24,1,24.97,3.088,8.798
1435450,146.6,0,43.84,0.6,12.565
725000,99.59,0,15.25,3.084,12.115
422500,105.91,0,31.77,4.867,3.974
925000,113.43,0,34.03,1.515,2.993
875000,88.54,1,26.56,2.984,12.175
1050000,192.59,0,42.98,2.315,2.608
1332500,110.37,1,32.11,1.253,13.424
710625,100.15,0,30.04,4.507,1.087
737500,116.69,0,35.01,3.382,8.365
